id	Protein.IDs	Majority.protein.IDs	Ratio.H.L.normalized.SNA vs Sham_Rep1	Ratio.H.L.variability.....SNA vs Sham_Rep1	Ratio.H.L.normalized.SNA vs Sham_Rep2	Ratio.H.L.variability.....SNA vs Sham_Rep2	Ratio.H.L.normalized.SNA vs Sham_Rep3	Ratio.H.L.variability.....SNA vs Sham_Rep3	Ratio.H.L.normalized.DCA vs Lam_Rep1	Ratio.H.L.variability.....DCA vs Lam_Rep1	Ratio.H.L.normalized.DCA vs Lam_Rep2	Ratio.H.L.variability.....DCA vs Lam_Rep2	Ratio.H.L.normalized.DCA vs Lam_Rep3	Ratio.H.L.normalized.Central vs Peripheral_Rep1	Ratio.H.L.variability.....Central vs Peripheral_Rep1	Ratio.H.L.normalized.Central vs Peripheral_Rep2	Ratio.H.L.variability.....Central vs Peripheral_Rep2	Ratio.H.L.normalized.Central vs Peripheral_Rep3	Ratio.H.L.variability.....Central vs Peripheral_Rep3	Intensity.L.SNA vs Sham_Rep1	Intensity.H.SNA vs Sham_Rep1	Intensity.L.SNA vs Sham_Rep2	Intensity.H.SNA vs Sham_Rep2	Intensity.L.SNA vs Sham_Rep3	Intensity.H.SNA vs Sham_Rep3	Intensity.L.DCA vs Lam_Rep1	Intensity.H.DCA vs Lam_Rep1	Intensity.L.DCA vs Lam_Rep2	Intensity.H.DCA vs Lam_Rep2	Intensity.L.DCA vs Lam_Rep3	Intensity.H.DCA vs Lam_Rep3	Intensity.L.Central vs Peripheral_Rep1	Intensity.H.Central vs Peripheral_Rep1	Intensity.L.Central vs Peripheral_Rep2	Intensity.H.Central vs Peripheral_Rep2	Intensity.L.Central vs Peripheral_Rep3	Intensity.H.Central vs Peripheral_Rep3	Description	external_gene_names	label	Log2.Ratio.H.L.normalized.SNA vs Sham_Rep1	Log2.Ratio.H.L.normalized.SNA vs Sham_Rep2	Log2.Ratio.H.L.normalized.SNA vs Sham_Rep3	Log2.Ratio.H.L.normalized.DCA vs Lam_Rep1	Log2.Ratio.H.L.normalized.DCA vs Lam_Rep2	Log2.Ratio.H.L.normalized.DCA vs Lam_Rep3	Log2.Ratio.H.L.normalized.Central vs Peripheral_Rep1	Log2.Ratio.H.L.normalized.Central vs Peripheral_Rep2	Log2.Ratio.H.L.normalized.Central vs Peripheral_Rep3
635	ENSMUSP00000020315;ENSMUSP00000115234	ENSMUSP00000020315	0.98667	16.931	1.5295	141.07	0.91668	18.345	0.90869	17.96	0.99322	67.257	1.4474	0.55803	20.358	0.66384	47.491	0.54648	94.852	1.04E+10	9784100000	4264300000	8171400000	9.20E+09	7100500000	820010000	659400000	2289600000	3121200000	3766600000	3377900000	3021800000	1697700000	3719300000	3871800000	5935700000	4756100000	cullin associated and neddylation disassociated 1 [Source:MGI Symbol;Acc:MGI:1261820];cullin associated and neddylation disassociated 1 [Source:MGI Symbol;Acc:MGI:1261820]	Cand1;Cand1	Cand1	-0.019360451	0.613060107	-0.125509898	-0.138139893	-0.009814782	0.533463677	-0.841585411	-0.591092533	-0.871759398
637	ENSMUSP00000020329;ENSMUSP00000099948	ENSMUSP00000020329;ENSMUSP00000099948	0.74963	81.067	0.74936	9.8148	0.8358	27.985	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.35584	37.572	69747000	66848000	22241000	28149000	75791000	53822000	0	0	0	0	0	0	0	0	4121000	479340	36881000	8425300	epidermal growth factor receptor [Source:MGI Symbol;Acc:MGI:95294];epidermal growth factor receptor [Source:MGI Symbol;Acc:MGI:95294]	Egfr;Egfr	Egfr	-0.415749404	-0.416269125	-0.258770336	NA	NA	NA	NA	NA	-1.490699402
638	ENSMUSP00000020334	ENSMUSP00000020334	0.943	59.205	0.91042	49.211	0.84344	39.726	NA	NA	1.5545	65.664	NA	NA	NA	NA	NA	0.13549	50.409	219160000	199380000	79363000	108840000	214320000	153920000	0	0	19831000	40263000	11445000	7120300	0	0	0	6561800	106710000	17981000	ubiquitin specific peptidase 15 [Source:MGI Symbol;Acc:MGI:101857]	Usp15	Usp15	-0.084670324	-0.135395844	-0.245642652	NA	0.636450617	NA	NA	NA	-2.883741719
639	ENSMUSP00000020339	ENSMUSP00000020339	1.0207	33.983	0.98118	22.232	0.95263	73.62	NA	NA	0.1077	109.54	0.22371	0.28958	10.526	0.53955	5.3499	0.64891	37.799	186610000	180710000	95631000	145530000	245480000	142660000	0	0	108910000	15231000	140890000	11488000	12289000	3930700	119950000	53229000	86824000	39313000	"TBC1 domain family, member 15 [Source:MGI Symbol;Acc:MGI:1913937]"	Tbc1d15	Tbc1d15	0.029558897	-0.027410268	-0.070012112	NA	-3.214909845	-2.160298348	-1.78796613	-0.890171435	-0.623909696
640	ENSMUSP00000020343	ENSMUSP00000020343	1.1295	29.897	1.0495	12.373	1.3832	1.1653	0.90227	11.81	1.3915	24.53	1.0043	1.2068	6.474	1.5535	146.84	2.2976	133.58	168300000	254600000	133980000	437660000	232890000	374670000	223070000	147750000	96764000	232580000	198690000	126910000	112300000	76075000	70658000	88322000	113180000	106640000	"RAB21, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:894308]"	Rab21	Rab21	0.175684271	0.069702167	0.468009774	-0.148368877	0.476640909	0.006190289	0.271186602	0.635522241	1.200127654
642	ENSMUSP00000101002;ENSMUSP00000020359	ENSMUSP00000101002;ENSMUSP00000020359	NA	NA	1.0697	15.903	NA	NA	NA	NA	NA	NA	NA	0.57678	35.17	NA	NA	0.35752	13.357	103520000	132560000	139260000	324810000	0	0	0	0	0	0	15355000	7484400	85571000	31654000	56029000	4729700	103840000	9700900	guanidinoacetate methyltransferase [Source:MGI Symbol;Acc:MGI:1098221];guanidinoacetate methyltransferase [Source:MGI Symbol;Acc:MGI:1098221]	Gamt;Gamt	Gamt	NA	0.097206246	NA	NA	NA	NA	-0.793906955	NA	-1.483904145
643	ENSMUSP00000020397	ENSMUSP00000020397	1.0223	19.203	0.99157	23.49	1.1044	2.6979	NA	NA	NA	NA	0.83335	NA	NA	1.5602	11.238	NA	NA	222060000	323060000	134520000	313940000	191020000	206200000	88796000	90124000	92700000	155290000	190540000	124270000	122710000	77359000	193420000	230120000	158020000	164100000	small nuclear ribonucleoprotein D3 [Source:MGI Symbol;Acc:MGI:1914582]	Snrpd3	Snrpd3	0.031818626	-0.012213472	0.143262793	NA	NA	-0.263005552	NA	0.641730978	NA
644	ENSMUSP00000020403	ENSMUSP00000020403	0.64724	9.1869	0.89004	22.767	0.7806	16.401	NA	NA	1.2785	8.8632	1.2965	0.30502	6.0327	0.47749	18.346	0.57873	16.845	453750000	372840000	299540000	656240000	553400000	493140000	6293000	4333200	26565000	54651000	94839000	113360000	25332000	5737600	344410000	120670000	356370000	202910000	cysteine and glycine-rich protein 2 [Source:MGI Symbol;Acc:MGI:1202907]	Csrp2	Csrp2	-0.627627325	-0.16805792	-0.357344632	NA	0.354452161	0.374622206	-1.713024252	-1.066457576	-0.789037663
645	ENSMUSP00000020420	ENSMUSP00000020420	0.17702	21.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	271750000	63314000	0	0	0	0	0	0	0	0	5313800	6260000	0	0	0	0	0	0	"adaptor-related protein complex 3, delta 1 subunit [Source:MGI Symbol;Acc:MGI:107734]"	Ap3d1	Ap3d1	-2.498015727	NA	NA	NA	NA	NA	NA	NA	NA
646	ENSMUSP00000020484;ENSMUSP00000142155;ENSMUSP00000111267;ENSMUSP00000141846;ENSMUSP00000141692;ENSMUSP00000136373;ENSMUSP00000111268;ENSMUSP00000139206;ENSMUSP00000136402;ENSMUSP00000139097;ENSMUSP00000111269	ENSMUSP00000020484	1.2643	18.003	1.2133	22.286	1.0118	27.289	0.63381	21.696	0.65248	118.87	0.98226	0.48927	28.641	0.63036	23.26	0.63529	23.251	1337300000	1937300000	981810000	2295200000	2372200000	2299400000	141380000	74796000	352900000	536240000	580380000	338420000	427990000	113970000	1763700000	664560000	1530300000	629570000	thioredoxin reductase 1 [Source:MGI Symbol;Acc:MGI:1354175];thioredoxin reductase 2 [Source:MGI Symbol;Acc:MGI:1347023];thioredoxin reductase 2 [Source:MGI Symbol;Acc:MGI:1347023];thioredoxin reductase 2 [Source:MGI Symbol;Acc:MGI:1347023];thioredoxin reductase 2 [Source:MGI Symbol;Acc:MGI:1347023];thioredoxin reductase 2 [Source:MGI Symbol;Acc:MGI:1347023];thioredoxin reductase 2 [Source:EntrezGene;Acc:26462];thioredoxin reductase 2 [Source:EntrezGene;Acc:26462];thioredoxin reductase 2 [Source:EntrezGene;Acc:26462];thioredoxin reductase 2 [Source:EntrezGene;Acc:26462];thioredoxin reductase 2 [Source:EntrezGene;Acc:26462]	Txnrd1;Txnrd2;Txnrd2;Txnrd2;Txnrd2;Txnrd2;Txnrd2;Txnrd2;Txnrd2;Txnrd2;Txnrd2	Txnrd1	0.338338835	0.278936315	0.016924144	-0.657877673	-0.615994414	-0.025823145	-1.031297269	-0.665752105	-0.654512785
647	ENSMUSP00000020490;ENSMUSP00000140029	ENSMUSP00000020490	0.84513	27.991	1.0393	14.96	0.75607	46.68	1.2314	43.572	0.62295	13.015	0.71065	1.8389	45.412	4.1185	216.85	1.0561	409.35	96377000	70560000	12262000	24428000	108820000	86866000	28462000	27505000	49424000	61608000	102800000	54485000	22203000	30828000	89664000	65712000	18790000	31586000	WD repeat domain containing 82 [Source:MGI Symbol;Acc:MGI:1924555];WD repeat domain containing 82 [Source:MGI Symbol;Acc:MGI:1924555]	Wdr82;Wdr82	Wdr82	-0.242754817	0.055612157	-0.403408284	0.300299474	-0.682811722	-0.492788897	0.878843028	2.042118989	0.078746447
648	ENSMUSP00000020500;ENSMUSP00000135645;ENSMUSP00000121336;ENSMUSP00000115903	ENSMUSP00000020500	NA	NA	NA	NA	0.83824	23.146	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.34846	24.464	7748400	6548000	6837100	12159000	81072000	54208000	0	0	0	0	0	0	10193000	0	33634000	7168700	32719000	8268900	"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2 [Source:MGI Symbol;Acc:MGI:2384914];adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2 [Source:MGI Symbol;Acc:MGI:2384914];adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2 [Source:MGI Symbol;Acc:MGI:2384914];adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2 [Source:MGI Symbol;Acc:MGI:2384914]"	Appl2;Appl2;Appl2;Appl2	Appl2	NA	NA	-0.254564728	NA	NA	NA	NA	NA	-1.520935037
649	ENSMUSP00000134357;ENSMUSP00000133308;ENSMUSP00000133466;ENSMUSP00000020501;ENSMUSP00000097136;ENSMUSP00000134416	ENSMUSP00000134357;ENSMUSP00000133308;ENSMUSP00000133466;ENSMUSP00000020501;ENSMUSP00000097136;ENSMUSP00000134416	1.0989	21.125	0.93535	23.57	0.73618	9.2821	NA	NA	0.95643	6.5844	1.2166	NA	NA	NA	NA	NA	NA	51899000	59416000	37169000	66580000	53604000	48522000	0	0	10765000	15937000	21542000	17882000	0	0	30033000	14233000	39578000	17201000	small ubiquitin-like modifier 3 [Source:MGI Symbol;Acc:MGI:1336201];small ubiquitin-like modifier 3 [Source:MGI Symbol;Acc:MGI:1336201];small ubiquitin-like modifier 3 [Source:MGI Symbol;Acc:MGI:1336201];small ubiquitin-like modifier 3 [Source:MGI Symbol;Acc:MGI:1336201];small ubiquitin-like modifier 3 [Source:MGI Symbol;Acc:MGI:1336201];small ubiquitin-like modifier 3 [Source:MGI Symbol;Acc:MGI:1336201]	Sumo3;Sumo3;Sumo3;Sumo3;Sumo3;Sumo3	Sumo3	0.136060107	-0.096421785	-0.441869539	NA	-0.064268712	0.282854909	NA	NA	NA
650	ENSMUSP00000020504;ENSMUSP00000114037	ENSMUSP00000020504	1.1783	21.53	0.88119	32.634	0.75192	28.405	1.0222	15.838	0.95737	24.754	0.79263	0.4874	131.43	0.63916	45.55	0.43998	69.339	4024400000	5841900000	2961500000	6240300000	4551200000	3424100000	897700000	839410000	867840000	1074100000	2130900000	1.24E+09	914150000	271260000	3156700000	1292600000	3673100000	1396800000	histidine triad nucleotide binding protein 1 [Source:MGI Symbol;Acc:MGI:1321133];histidine triad nucleotide binding protein 1 [Source:MGI Symbol;Acc:MGI:1321133]	Hint1;Hint1	Hint1	0.236706902	-0.182474972	-0.411348919	0.031677496	-0.062851496	-0.335280522	-1.036821844	-0.645750971	-1.18449015
651	ENSMUSP00000020522	ENSMUSP00000020522	1.121	11.968	0.77988	10.801	0.76624	21.239	NA	NA	0.81948	23.858	2.6431	NA	NA	0.61263	25.913	0.75309	16.546	544480000	522610000	544720000	339730000	363240000	257910000	6763000	17837000	75570000	76713000	130840000	111530000	21177000	5556200	61033000	27501000	153310000	82007000	"phosphofructokinase, liver, B-type [Source:MGI Symbol;Acc:MGI:97547]"	Pfkl	Pfkl	0.164786278	-0.358675941	-0.384131754	NA	-0.287219355	1.402231009	NA	-0.706912079	-0.409105807
652	ENSMUSP00000105166;ENSMUSP00000121255;ENSMUSP00000020529;ENSMUSP00000121920;ENSMUSP00000115134	ENSMUSP00000105166;ENSMUSP00000121255;ENSMUSP00000020529	0.95383	1.1775	1.4065	8.213	0.86661	7.4987	NA	NA	2.8126	10.169	0.86374	NA	NA	1.5581	239.22	0.46496	155.68	76811000	96447000	7323400	22446000	103530000	85627000	2159300	1580300	8567400	34237000	51252000	22790000	0	0	26071000	18917000	31865000	17822000	"AHA1, activator of heat shock protein ATPase 2 [Source:MGI Symbol;Acc:MGI:1916133];AHA1, activator of heat shock protein ATPase 2 [Source:MGI Symbol;Acc:MGI:1916133];AHA1, activator of heat shock protein ATPase 2 [Source:MGI Symbol;Acc:MGI:1916133];AHA1, activator of heat shock protein ATPase 2 [Source:MGI Symbol;Acc:MGI:1916133];AHA1, activator of heat shock protein ATPase 2 [Source:MGI Symbol;Acc:MGI:1916133]"	Ahsa2;Ahsa2;Ahsa2;Ahsa2;Ahsa2	Ahsa2	-0.068195936	0.492109553	-0.206545211	NA	1.491904391	-0.211330992	NA	0.63978783	-1.104821487
653	ENSMUSP00000105178;ENSMUSP00000099934;ENSMUSP00000099933;ENSMUSP00000020538;ENSMUSP00000117846;ENSMUSP00000123634	ENSMUSP00000105178;ENSMUSP00000099934;ENSMUSP00000099933;ENSMUSP00000020538	1.0357	41.833	0.98906	82.737	0.86462	14.244	0.6564	23.126	1.5399	20.418	0.94644	0.69858	65.977	4.7525	253.83	0.58425	300.75	1728900000	1810400000	983870000	1469200000	2115500000	1586900000	29498000	18665000	239670000	643170000	540260000	376190000	122900000	41711000	496710000	305220000	731640000	422250000	"exportin 1, CRM1 homolog (yeast) [Source:MGI Symbol;Acc:MGI:2144013];exportin 1, CRM1 homolog (yeast) [Source:MGI Symbol;Acc:MGI:2144013];exportin 1, CRM1 homolog (yeast) [Source:MGI Symbol;Acc:MGI:2144013];exportin 1, CRM1 homolog (yeast) [Source:MGI Symbol;Acc:MGI:2144013];exportin 1, CRM1 homolog (yeast) [Source:MGI Symbol;Acc:MGI:2144013];exportin 1, CRM1 homolog (yeast) [Source:MGI Symbol;Acc:MGI:2144013]"	Xpo1;Xpo1;Xpo1;Xpo1;Xpo1;Xpo1	Xpo1	0.050606174	-0.015870052	-0.209861886	-0.607352856	0.622836666	-0.079417046	-0.517502755	2.248686627	-0.775342266
655	ENSMUSP00000123991;ENSMUSP00000020578	ENSMUSP00000123991;ENSMUSP00000020578	0.94028	36.556	0.83959	117.69	0.77551	92.396	NA	NA	NA	NA	NA	NA	NA	0.60371	23.778	0.88544	50.788	1.17E+08	108040000	72595000	100730000	134250000	91599000	0	0	3815000	5177700	7708400	6911500	0	0	38070000	15044000	18501000	14078000	NudC domain containing 2 [Source:MGI Symbol;Acc:MGI:1277103];NudC domain containing 2 [Source:MGI Symbol;Acc:MGI:1277103]	Nudcd2;Nudcd2	Nudcd2	-0.088837663	-0.252243111	-0.36678271	NA	NA	NA	NA	-0.728072396	-0.175533546
656	ENSMUSP00000020608	ENSMUSP00000020608	1.3155	3.295	1.33	11.998	1.137	14.69	0.90629	18.743	1.4238	57.05	1.0522	3.2835	3.5596	1.4244	292.72	3.6188	304.42	325040000	466770000	74694000	176550000	550410000	512840000	170810000	119950000	186390000	297270000	316620000	130490000	59347000	120860000	327960000	193670000	284100000	354970000	"protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform [Source:MGI Symbol;Acc:MGI:1321159]"	Ppp2ca	Ppp2ca	0.395611249	0.411426246	0.185232254	-0.141955329	0.509746506	0.073408955	1.715234455	0.510354341	1.855511377
658	ENSMUSP00000020630	ENSMUSP00000020630	1.1628	16.462	1.1873	31.036	0.96811	16.455	0.86812	20.949	0.99001	20.671	0.92306	1.0437	16.533	3.5017	128.73	4.8878	235.91	6621800000	7816900000	2473300000	5732100000	7321500000	6184700000	644950000	558790000	2561400000	4321800000	4562800000	2893600000	1185100000	825480000	2434500000	4003200000	3701600000	3060800000	heat shock protein 4 [Source:MGI Symbol;Acc:MGI:1342292]	Hspa4	Hspa4	0.217602977	0.247684513	-0.046757114	-0.204033615	-0.014484997	-0.115503667	0.061707085	1.80805549	2.289185254
660	ENSMUSP00000137440;ENSMUSP00000020637	ENSMUSP00000137440;ENSMUSP00000020637	0.81397	32.943	1.3279	32.31	1.786	20.498	0.95511	7.5335	1.2714	17.203	1.2259	1.9551	8.5862	1.5359	17.741	1.138	50.485	387800000	377190000	536690000	776190000	1831800000	648070000	25188000	27234000	141380000	288120000	204400000	208750000	87220000	110730000	230150000	319560000	123620000	141160000	calnexin [Source:MGI Symbol;Acc:MGI:88261];calnexin [Source:MGI Symbol;Acc:MGI:88261]	Canx;Canx	Canx	-0.296952472	0.409146506	0.83673208	-0.066261197	0.346417994	0.293841299	0.967242401	0.619084288	0.186500558
661	ENSMUSP00000020640	ENSMUSP00000020640	1.1038	27.486	1.2202	19.909	1.1612	24.461	0.74945	25.946	0.89643	84.127	1.0326	1.2639	83.798	7.449	202.88	7.6227	326.7	6297100000	7720500000	1.59E+09	3664400000	5055900000	5080200000	2387500000	1.74E+09	1949600000	2906600000	3485400000	1773200000	3486100000	2111700000	4518500000	2438900000	3249600000	1955900000	"guanine nucleotide binding protein (G protein), beta polypeptide 2 like 1 [Source:MGI Symbol;Acc:MGI:101849]"	Gnb2l1	Gnb2l1	0.142478791	0.287117636	0.215616477	-0.416095864	-0.157737164	0.046281503	0.337882322	2.897046762	2.930302098
662	ENSMUSP00000020643	ENSMUSP00000020643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48531	31.733	0.42732	30.379	3095200	4933400	7752900	9689900	8368600	7440300	0	0	0	0	0	0	0	0	10979000	3292800	11495000	5286700	RUN and FYVE domain containing 1 [Source:MGI Symbol;Acc:MGI:2429762]	Rufy1	Rufy1	NA	NA	NA	NA	NA	NA	NA	-1.043021507	-1.226611253
666	ENSMUSP00000020695	ENSMUSP00000020695	0.96581	20.812	0.7277	18.58	0.78314	17.99	NA	NA	0.9999	19.746	0.8338	NA	NA	0.79714	43.223	0.91505	83.977	509540000	504210000	231020000	299840000	537290000	466870000	0	0	36451000	46990000	94654000	38819000	0	0	218210000	94408000	134040000	36029000	tensin 3 [Source:MGI Symbol;Acc:MGI:2443012]	Tns3	Tns3	-0.050188694	-0.458584284	-0.352657857	NA	-0.000144277	-0.262226723	NA	-0.327094971	-0.128077518
668	ENSMUSP00000127281;ENSMUSP00000020717;ENSMUSP00000114739;ENSMUSP00000132159	ENSMUSP00000127281;ENSMUSP00000020717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	375770000	386410000	141890000	257900000	427960000	288430000	2529300	1654900	62848000	89204000	118360000	95814000	15647000	3361100	292910000	117090000	273260000	102370000	ADP-ribosylation factor 5 [Source:MGI Symbol;Acc:MGI:99434];ADP-ribosylation factor 3 [Source:MGI Symbol;Acc:MGI:99432];ADP-ribosylation factor 5 [Source:MGI Symbol;Acc:MGI:99434];ADP-ribosylation factor 4 [Source:MGI Symbol;Acc:MGI:99433]	Arf5;Arf3;Arf5;Arf4	Arf5	NA	NA	NA	NA	NA	NA	NA	NA	NA
669	ENSMUSP00000133155;ENSMUSP00000020721;ENSMUSP00000074621;ENSMUSP00000105638;ENSMUSP00000020718	ENSMUSP00000133155;ENSMUSP00000020721;ENSMUSP00000074621;ENSMUSP00000105638	NA	NA	0.73451	1.4471	NA	NA	1.4152	78.867	1.0448	11.525	1.1248	NA	NA	2.7004	138.21	1.1586	133.64	40401000	29520000	29131000	31169000	7471200	6173000	9202600	19085000	68067000	92880000	74014000	53875000	0	0	181260000	51376000	189800000	68014000	smoothelin [Source:MGI Symbol;Acc:MGI:1354727];smoothelin [Source:MGI Symbol;Acc:MGI:1354727];smoothelin [Source:MGI Symbol;Acc:MGI:1354727];smoothelin [Source:MGI Symbol;Acc:MGI:1354727];smoothelin [Source:MGI Symbol;Acc:MGI:1354727]	Smtn;Smtn;Smtn;Smtn;Smtn	Smtn	NA	-0.445145962	NA	0.501005953	0.063226802	0.1696685	NA	1.433173124	0.21238257
670	ENSMUSP00000020741;ENSMUSP00000125536	ENSMUSP00000020741	0.44112	13.645	0.89699	26.969	1.4761	22.102	1.5004	24.185	0.68757	30.933	1.09	1.7194	28.67	1.6559	34.475	1.1885	28.667	479100000	285220000	73819000	110110000	97945000	115740000	54971000	74445000	82985000	132700000	187440000	151860000	245170000	265620000	215050000	180290000	70902000	77809000	developmentally regulated GTP binding protein 1 [Source:MGI Symbol;Acc:MGI:1343297];developmentally regulated GTP binding protein 1 [Source:MGI Symbol;Acc:MGI:1343297]	Drg1;Drg1	Drg1	-1.180756922	-0.156836193	0.561790462	0.585347168	-0.540421496	0.124328135	0.781905211	0.727615551	0.249141903
671	ENSMUSP00000020754;ENSMUSP00000118938	ENSMUSP00000020754	1.402	142.29	1.6816	51.587	1.2552	94.668	NA	NA	NA	NA	0.7746	NA	NA	0.56382	10.224	2.0733	114.6	31561000	100940000	80221000	180710000	19125000	45990000	0	0	6222300	16097000	9452500	3059700	26991000	5893000	122540000	51825000	50347000	24342000	cilia and flagella associated protein 36 [Source:MGI Symbol;Acc:MGI:1913994];cilia and flagella associated protein 36 [Source:MGI Symbol;Acc:MGI:1913994]	Cfap36;Cfap36	Cfap36	0.487486349	0.749834574	0.327917257	NA	NA	-0.368476594	NA	-0.82669344	1.051928885
672	ENSMUSP00000020759;ENSMUSP00000114757	ENSMUSP00000020759	NA	NA	1.5801	44.345	0.87775	11.666	NA	NA	NA	NA	NA	NA	NA	0.39755	16.543	NA	NA	13189000	27123000	41508000	103350000	45118000	42954000	0	0	0	0	0	0	5450400	0	62292000	7832200	35388000	7273100	epidermal growth factor-containing fibulin-like extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:1339998];epidermal growth factor-containing fibulin-like extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:1339998]	Efemp1;Efemp1	Efemp1	NA	0.660015865	-0.188118004	NA	NA	NA	NA	-1.330791775	NA
673	ENSMUSP00000020768	ENSMUSP00000020768	10.334	21.748	0.22616	16.51	0.60984	14.288	NA	NA	1.0361	19.09	0.25855	0.20691	40.274	0.21656	82.166	0.20649	103.58	390190000	4001900000	313580000	173700000	349260000	242160000	0	0	129110000	180130000	4.79E+08	69551000	597250000	44228000	300440000	112500000	58652000	12493000	phosphoglycerate mutase 2 [Source:MGI Symbol;Acc:MGI:1933118]	Pgam2	Pgam2	3.369326884	-2.144584307	-0.713497314	NA	0.051163253	-1.95148479	-2.272924722	-2.207161302	-2.275856179
674	ENSMUSP00000105471;ENSMUSP00000099992;ENSMUSP00000020769	ENSMUSP00000105471;ENSMUSP00000099992;ENSMUSP00000020769	1.2082	13.518	1.1661	12.351	0.96726	10.104	0.78979	9.3042	1.1141	12.782	0.96397	0.38487	32.444	0.60545	41.267	0.67266	20.863	1345700000	1753500000	761850000	1574800000	1580100000	1525700000	14592000	19204000	230560000	343580000	577110000	347090000	339140000	94803000	1766500000	731870000	1563700000	664430000	drebrin-like [Source:MGI Symbol;Acc:MGI:700006];drebrin-like [Source:MGI Symbol;Acc:MGI:700006];drebrin-like [Source:MGI Symbol;Acc:MGI:700006]	Dbnl;Dbnl;Dbnl	Dbnl	0.272859292	0.221691514	-0.048024356	-0.340458994	0.155878733	-0.052939846	-1.377556875	-0.723920272	-0.572050625
675	ENSMUSP00000136241;ENSMUSP00000103556;ENSMUSP00000020775;ENSMUSP00000119655	ENSMUSP00000136241;ENSMUSP00000103556;ENSMUSP00000020775;ENSMUSP00000119655	1.135	195.24	0.96182	164.51	1.042	153.32	0.89251	154.42	1.8261	312.21	0.83829	0.85808	4.9383	15.162	298.72	0.77678	160.45	2548700000	2.59E+09	1086300000	2.67E+09	2796100000	2.88E+09	806960000	550940000	634280000	1449200000	1559500000	802380000	478530000	201870000	1109600000	1681700000	1.63E+09	1379300000	dynein light chain LC8-type 2 [Source:MGI Symbol;Acc:MGI:1915347];dynein light chain LC8-type 2 [Source:MGI Symbol;Acc:MGI:1915347];dynein light chain LC8-type 2 [Source:MGI Symbol;Acc:MGI:1915347];dynein light chain LC8-type 2 [Source:MGI Symbol;Acc:MGI:1915347]	Dynll2;Dynll2;Dynll2;Dynll2	Dynll2	0.182692298	-0.056161169	0.059355278	-0.164059761	0.868765772	-0.254478675	-0.220815936	3.922388165	-0.364422039
677	ENSMUSP00000020831;ENSMUSP00000104478	ENSMUSP00000020831;ENSMUSP00000104478	1.5407	11.121	NA	NA	0.919	12.178	NA	NA	NA	NA	NA	NA	NA	0.50574	21.943	NA	NA	37309000	73649000	0	0	56800000	60023000	0	0	0	0	0	0	0	0	111440000	33998000	39560000	12397000	"family with sequence similarity 114, member A2 [Source:MGI Symbol;Acc:MGI:1917629];family with sequence similarity 114, member A2 [Source:MGI Symbol;Acc:MGI:1917629]"	Fam114a2;Fam114a2	Fam114a2	0.623585972	NA	-0.121863233	NA	NA	NA	NA	-0.983532206	NA
678	ENSMUSP00000099490;ENSMUSP00000020843;ENSMUSP00000117972;ENSMUSP00000139378;ENSMUSP00000115432;ENSMUSP00000116295;ENSMUSP00000121274;ENSMUSP00000116174	ENSMUSP00000099490;ENSMUSP00000020843	0.79211	9.3968	0.42841	17.564	0.59433	21.858	NA	NA	NA	NA	NA	0.33152	43.038	0.28882	18.45	0.36844	15.481	1196500000	973350000	579340000	513630000	514420000	455200000	0	0	5804200	4242100	10958000	10148000	64757000	18272000	160690000	61849000	199500000	77010000	acetyl-Coenzyme A carboxylase alpha [Source:MGI Symbol;Acc:MGI:108451];acetyl-Coenzyme A carboxylase alpha [Source:MGI Symbol;Acc:MGI:108451];acetyl-Coenzyme A carboxylase beta [Source:MGI Symbol;Acc:MGI:2140940];acetyl-Coenzyme A carboxylase alpha [Source:MGI Symbol;Acc:MGI:108451];acetyl-Coenzyme A carboxylase alpha [Source:MGI Symbol;Acc:MGI:108451];acetyl-Coenzyme A carboxylase alpha [Source:MGI Symbol;Acc:MGI:108451];acetyl-Coenzyme A carboxylase alpha [Source:MGI Symbol;Acc:MGI:108451];acetyl-Coenzyme A carboxylase alpha [Source:MGI Symbol;Acc:MGI:108451]	Acaca;Acaca;Acacb;Acaca;Acaca;Acaca;Acaca;Acaca	Acaca	-0.336227304	-1.222935939	-0.750663889	NA	NA	NA	-1.592832187	-1.791757446	-1.440498398
